MSG:1005,0,1,"MakeMKV v1.18.2 win(x64-release) started","%1 started","MakeMKV v1.18.2 win(x64-release)"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 0-6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","0-6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 6144-12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","6144-12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288-18432, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288-18432"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 18432, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","18432"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 18432, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","18432"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 18432, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","18432"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 18432, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","18432"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 18432, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","18432"
MSG:4009,16777216,2,"Too many AV synchronization issues in file '/BDMV/STREAM/00025.m2ts' (title #-) , future messages will be printed only to log file","Too many AV synchronization issues in file '%1' (title #%2) , future messages will be printed only to log file","/BDMV/STREAM/00025.m2ts","-"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00025.m2ts' is corrupt or invalid at offset 12288, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00025.m2ts","12288"
MSG:5076,0,2,"Hash check failed for file 00025.m2ts at offset 190464, file is corrupt.","Hash check failed for file %1 at offset %2, file is corrupt.","00025.m2ts","190464"
MSG:3307,0,2,"File 00020.mpls(2) was added as title #4","File %1 was added as title #%2","00020.mpls(2)","4"
MSG:3307,0,2,"File 00021.mpls was added as title #5","File %1 was added as title #%2","00021.mpls","5"
MSG:5076,0,2,"Hash check failed for file 00001.m2ts at offset 190464, file is corrupt.","Hash check failed for file %1 at offset %2, file is corrupt.","00001.m2ts","190464"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
MSG:4004,16777216,2,"The source file '/BDMV/STREAM/00001.m2ts' is corrupt or invalid at offset 0, attempting to work around","The source file '%1' is corrupt or invalid at offset %2, attempting to work around","/BDMV/STREAM/00001.m2ts","0"
